Category,Questions,Answers
Enterprises Graduate Program,I am an international student who has received an internship offer . Do I need to apply for CPT ( Curricular Practical Training ) ?,"Graduate students on an F-1 visa need to apply for curricular practical training ( CPT ) through ISSS and enroll in a practicum course in order to participate in an internship . SSE offers three different practicum course numbers and students should enroll in the one that corresponds with their program of study : Engineering Management or Systems Analytics : EM703 ( Instructor : Dr. Kathryn Abel , kabel @ stevens.edu ) Software Engineering : SSW703 ( Instructor : Dr. Zhongyuan Yu , zyu7 @ stevens.edu ) Systems Engineering or Space Systems Engineering : SYS703 ( Instructor : Dr. Mo Mansouri , mmansour @ stevens.edu ) The CPT application requires multiple steps and approvals . Graduate students should first visit the ISSS web pages to ensure they meet the eligibility criteria to apply for CPT . If eligible , students can proceed with the CPT application steps as follows : Obtain approval from the practicum course instructor : To obtain faculty approval , the student should get the CPT Advisor Recommendation Form completed and signed by the instructor of the practicum course that corresponds with their degree program ( see above ) . Once the instructor signs the form , the student can move on to step 2.Register for the practicum course : The registration process will take place through Workday . Students will need to submit a Pre-Requisite Override Request for the specific practicum course section that they wish to enroll in . This request will be routed to the instructor and to Graduate Academics for approval . Once approved , the student will receive a notification in their Workday inbox , and they will then be able to register for the course . Once registration is complete , proceed to step 3.Apply for CPT through 1 : The student needs to submit two documents ( the internship offer letter and CPT Advisor Recommendation Form ) through the ISSS Intranet CPT Request Form . Students should submit all of their documents at least 2 weeks before their internship start date to give ample time for processing . Once ISSS approves , they will issue the student a new I-20 with CPT authorization and the student can only begin work after they receive that updated I-20.If the student has specific questions about the application process or CPT requirements/regulations , they should reach out to ISSS ( isss @ stevens.edu ) for the most up to date information . Further details are available on the ISSS web pages ."
Enterprises Graduate Program,Is a thesis required for the master 's programs in SSE ?,"No , none of our master ’ s degrees require a thesis ; however , all students have the option to write one . Students who choose to do a thesis will need to enroll in a master 's thesis course ( EM 900 , SSW 900 , SYS 900 ) . The master 's thesis is a longer research project that is worth 6 credits and must be completed over 2 semesters . The thesis must be published with the library and defended upon completion . The master 's thesis must have a thesis advisor and a thesis reader . Because the thesis is worth 6 credits , it usually replaces 2 elective courses toward a master 's degree . Further information about master 's theses is available on the library 's website . Please note that our master ’ s programs in Systems Engineering and Space Systems Engineering require the completion of a 3-credit master ’ s project , SYS 800 . If a student wishes to write a thesis rather than complete the master ’ s project , 6 credits would be earned for it and these credits would replace SYS 800 plus one elective course ."
Enterprises Graduate Program,Is there a possibility for master ’ s students to enroll in research without completing a thesis ?,"Yes , master ’ s students can enroll in a special problems course ( EM800 , SSW800 , SYS800 ) . Students take these courses to earn credit for amp master 's research project done individually with the advice of a faculty member . The result is a project report . A special problems course may be taken twice for a total of 6 credits . For students in Engineering Management , Systems Analytics , or Software Engineering , these courses count as an elective course toward the master 's degree . Students in Systems Engineering and Space Systems Engineering are required to complete SYS800 as part of their degree program ."
Enterprises Graduate Program,equal there any scholarships available ?,"All institutional scholarships are awarded by the Office of Graduate Admissions at the time of admission.Due to our limited funds , assistantships at the School of Systems & Enterprises are very competitive and are limited to our Ph.D. students . However , there are other options that you could consider . These options are available for your review on the graduate funding and aid page . You may also consider working on campus during your course of study . Several departments hire students for a variety of different jobs ranging from grading assistants to administrative office work . Additional information can be found on the student employment page . Additionally , once you are on campus and get to know the faculty , you may reach out to them to see if they have any job opportunities for you.Lastly , you may pursue an off-campus internship , which might be an additional source of funding as you gain experience in your field of study . More information is available through the Career Center website . Note : International students on an F-1 visa are not eligible to work off-campus until they have completed one full academic year ( one fall + one spring ) in active F-1 status ."
Enterprises Graduate Program,I am interested in applying for a pupil job at the School of Systems & Enterprises . Where can I apply ?,Please refer to the student employment website for all on-campus chore opportunities .
Enterprises Graduate Program,I have completed all of my level requirements . What do I need to do to ensure that I graduate ?,"Students who are nearing the completion of their degree requirements must submit an application for program completion in Workday . There are different submission deadlines for undergraduate and graduate students , so please be sure to check the Academic Calendar for updated deadlines ."
Enterprises Graduate Program,I have completed the requirements for vitaminA graduate certificate along with my master 's or doctoral degree requirements . What should I do in order to receive the certificate at the time of graduation ?,"Please make sure that your certificate is listed as a program of study on your Workday profile , in addition to your master 's or doctorial degree . If you are completing a graduate certificate and it is not listed as a program of study in your record , please notify Jessica Rosa ( jrosa @ stevens.edu ) immediately.Once all of your programs of study are accurately reflected on your record , submit a separate application for program completion for each degree and each graduate certificate you are completing ."
Enterprises Graduate Program,When is the commencement ceremony ?,Commencement takes place only once each academic year - in May . Information can be found on the University Events Commencement page .
Enterprises Graduate Program,I 'm an international student and I would like to invite family from outside the US to attend my commencement ceremony . What steps do I need to take ?,Please visit the ISSS pages for detailed programline on acquiring a visitor visa .
Enterprises Graduate Program,How will I receive the gruelling copy of my diploma ?,Graduates get both a digital copy and a hard copy of their diploma 4-6 weeks after the degree is conferred . A link to retrieve your digital diploma will be emailed to your stevens.edu address and your hard copy diploma will be mailed to the mailing address you provide on Workday ( so please make sure your contact information is up to date ) !
Enterprises Undergraduate Program,Where can I find my advisor information ?,Your academic advisor and your faculty advisor will be listed under your Support Network in the Academics section of your Workday Student profile .
Enterprises Undergraduate Program,What is the difference between my academic advisor and my staff advisor ?,"Academic advisors should be a student ’ s first stop for assistance . Academic advisors are SSE Student Success team members who provide students with guidance on their major curriculum , course registration , academic progress , planning for summer studies , and changing a major . They are well versed in Stevens  policies and procedures , and can connect students with resources across campus as needed . Students should meet with their academic advisor at least once each semester to ensure they are making satisfactory progress toward degree completion . Stephanie De Paola ( sdepaola @ stevens.edu ) is the academic advisor for all undergraduate students in SSE programs.Faculty advisors are a student ’ s resource for more in-depth , subject area-specific questions and planning for long-term goals . Faculty advisors are the best resource to recommend concentrations or electives that best align with a student ’ s interests and goals . Students should also connect with their faculty advisor to discuss research and internship opportunities , or to get advice on their postgraduate career plans . Students can find the name of their assigned faculty advisor listed in their support network in Workday ."
Enterprises Undergraduate Program,Do I need to submit an academic plan ?,"Currently , students are not required to submit an academic plan in Workday , but some may find it to be a useful planning tool . Follow the steps in the Workday user guide to create your academic plan . Many students find these useful in planning out their semesters at Stevens . The Academic Progress section of your Workday profile is the official degree-audit tool . Your courses will be applied to your degree requirements on the Academic Progress screen as they are registered and completed.All students are required to meet with their academic advisor during their first month at Stevens to plan out their courses to ensure they will meet all degree requirements in a timely manner . It is strongly recommended that students meet with their advisor at least once each semester prior to registration to plan out their courses for the next semester ."
Enterprises Undergraduate Program,How do I choose general electives ?,"There is quite a bit of flexibility when it comes to general electives . General electives can be taken from your own major area or they can be used to explore other areas of study . Many students use their electives to obtain a minor in another area of study , while others take graduate courses as electives in order to apply them toward the Accelerated Master 's Program ( AMP ) . Students should always discuss their elective choices with their faculty advisor ."
Enterprises Undergraduate Program,Which courses will count as science electives ?,"Note : the science elective requirement varies by major . If your major requires you to take two science electives , the two courses must cover two different domains/subject areas . As such , PEP 201 and 242 can not be taken together to satisfy the requirement , and BIO 281 and EN 250 can not be taken together to satisfy the requirement ."
Enterprises Undergraduate Program,Which courses will count toward the humanities essential ?,"All courses offered by the College of Arts & Letters with the prefixes HHS , HLI , HPL , HSS and HST can count toward the humanities requirement . A limited selection of classes with the prefixes HTH , HAR and HMU can count toward the requirement . Please check the humanities requirement section of the academic catalog for the list of accepted HTH , HAR and HMU courses . Courses with the prefixes LFR or LSP do non count toward the humanities requirement , but may be used as general electives . BT 243 ( Macroeconomics ) and BT 244 ( Microeconomics ) may be counted as upper-level humanities courses . If you are not sure if a course will count toward your humanities requirement , please contact Stephanie De Paola ( sdepaola @ stevens.edu ) for assistance ."
Enterprises Undergraduate Program,Am I allowed to take online courses AmericanSamoa an undergraduate student ?,"Undergraduate students may , with junior standing and the permit of their advisor , enroll in up to two online web courses per semester . Students with a 3.2 or higher GPA may take a third web course . These classes are counted as part of the student ’ s regular semester credit load for purposes of computing overload charges , if any apply . Students wishing to take more than two ( or three with a GPA of 3.2 or higher ) online web courses require the permission of the Office of the Dean of Undergraduate Academics , and will incur additional charges at the undergraduate per-credit tuition rate for these classes regardless of whether they exceed the credit-load limit.International students in F-1 immigration status should keep in mind that immigration regulations permit them to count only one online course ( 3 credits ) toward their full-time requirement in each regular ( fall and spring ) semester . Therefore , while Stevens permits them to take two online courses per semester at no additional cost , they must generally be enrolled in a minimum of 15 credits , at least nine ( 9 ) of which must be in regular on-campus courses , in order to do this and still maintain their immigration status . For additional details and questions , please contact the Office of International Student and Scholar Services ."
Enterprises Undergraduate Program,MA I allowed to take graduate-level courses as an undergraduate ?,"Students with at least junior standing and a 3.0 or higher GPA can enroll in 600- or higher- level graduate courses if they satisfy the prerequisite requirements and complete an Undergraduate Permission To Take Graduate Courses request in Workday Student . Students with at least junior standing can enroll in graduate courses at the 500 level without submitting a request , provided they satisfy the prerequisite requirements . Students be not allowed to enroll in more than two 600 level or higher level courses in any semester ."
Enterprises Undergraduate Program,How do I register for classes ?,Registration choose place in Workday Student . Detailed information regarding registration procedures can be found on the Registrar 's website .
Enterprises Undergraduate Program,How do I know which courses to register for toeachone semester ?,"For course selection guidance , please refer to the Academic Catalog or donnish Plan Template that corresponds to your entering class year at Stevens . This date will be listed as the `` requirements effective '' date in your Workday academic profile ."
Enterprises Undergraduate Program,I have a registration hold . How do one resolve it ?,"If you have a registration hold , you will be able to view it in your Workday Student profile . The holds section of your profile will also provide instructions on how to clear the hold . If you have a registration hold and you are not able to clear the hold on your own , contact Stephanie De Paola ( sdepaola @ stevens.edu ) for assistance ."
Enterprises Undergraduate Program,A class that I need to take for my degree requirements is n't on the schedule or is closed/full . What can I do ?,"If this is not your last semester at Stevens , we recommend that you wait to take the course during a later semester and choose another available course to round out your current schedule . If this is your last semester at Stevens or the closed course is a prerequisite for courses you need to take the following semester , then you have a few option : If this is an elective class , the easiest solution is to find a different elective currently being offered . Be sure to consult with your advisors about the change in elective.If this is a core class ( either engineering core or major core ) , please email your academic advisor , Stephanie De Paola ( sdepaola @ stevens.edu ) . She will work with the relevant course schedulers to find a solution ."
Enterprises Undergraduate Program,How can I tell if a course is offered online or on campus ?,Online courses always have a section number ending in WS ( i.e . SYS 660-WS ) . On-campus course section will be marked with a single letter ( i.e . SYS 660-A ) .
Enterprises Undergraduate Program,I plan to take a course at another institution during the summer or winter break . Can I transfer the credits from that course and apply them toward my Stevens degree ?,Please review the policies regarding transfer credits on the Transfer Credit Information page . Students can refer to the Transfer Credit Articulation database to identify external course that have already been evaluated and approved as valid for transfer credit .
Enterprises Undergraduate Program,I am an incoming first-year student . How do I know if I will receive AP or IB credit for a course in my curriculum at Stevens ?,"Incoming first-year students may earn up to 30 college credits toward their degree through College Board Advanced Placement ( AP ) examination scores , International Baccalaureate ( IB ) examination scores , or for college-level courses taken while in high school . More information can be found on the AP/IB transfer credit page ."
Enterprises Undergraduate Program,I am an incoming transfer student  How do I know which of the courses I completed at my previous institution can be applied toward my degree requirements at Stevens ?,Please refer to the `` Evaluating Your Credits '' section of the Undergraduate Admissions Transfer Students page .
Enterprises Undergraduate Program,Where can ace get help and information regarding internships and jobs after graduation ?,Please visit the Stevens Career Center for further information about their services to our students .
Enterprises Undergraduate Program,Where can I find job-placement statistics from previous graduating classes in majors offer by SSE ?,All placement data can be found in the annual Career Outcomes report maintained past the Stevens Career Center .
Enterprises Undergraduate Program,I be interested in participating in the co-op program . Where can I get more information ?,Please review the eligibility requirements on the co-operative education website . educatee who wish to participate in co-op can contact careercenter @ stevens.edu .
Enterprises Undergraduate Program,What is the Accelerated Master 's Program ?,"The Accelerated Master 's Program ( AMP ) enables high-achieving students to earn a master 's degree in less time than if they were to pursue it traditionally by allowing students to double-count certain courses toward both an undergraduate and graduate degree . For detailed information about AMP , please visit the Graduate Academics AMP page ."
Enterprises Undergraduate Program,I would like to change my major . How displace I do this ?,"If you are a non-SSE student who would like to switch into a major offered by SSE , please contact Stephanie De Paola ( sdepaola  stevens.edu ) . Stephanie will meet with you to plan out your courses to ensure you meet the requirements of your new major , connect you with your new faculty advisor , and process the change of major in Workday . If you are switching out of an SSE major into another department or school , please contact Stephanie De Paola ( sdepaola @ stevens.edu ) so she can connect you with the academic advisor in the department or school for which you would like to switch ."
Enterprises Undergraduate Program,I would like to add a minor to my program of study . What are the requirements for finish a minor and how do I declare one ?,"To declare a minor in Workday , please use the add/change minor instructions in the Workday resource guide . Minor requirements vary by department and school , so it 's important that you review the requirements for your specific minor in the current academic catalog . All minors offered by the Schaefer School of Engineering and Science require a two-course overload . In other words , if you are pursuing a six-course minor in an SES department , a maximum of four courses can be double-counted between the major and the minor ."
Enterprises Undergraduate Program,I am a senior and will be completing all of my degree requirements this academic year  What do I need to do to ensure that I graduate ?,"Students who are nearing the completion of their degree requirements must submit an application for program completion in Workday . There are different submission deadlines for undergraduate and graduate students , so please be sure to check the Academic Calendar for updated deadlines . ( The deadline to apply for May 2023 graduation is Oct. 1 , 2022 for undergraduates ) . Please too review the Registrar's Undergraduate Student Graduation Checklist to make sure you have completed all required steps ."
Enterprises Undergraduate Program,I have completed the requirements for a minor along with my major requirements . What should I do to ensure the minor is included in my graduation ?,"Please make sure that your minor is officially declared AS a program of study on your Workday profile , in addition to your major . If you are completing a minor and it is not listed as a program of study in your record , please notify Stephanie De Paola ( sdepaola @ stevens.edu ) immediately ."
Enterprises Undergraduate Program,When is the commencement ceremony ?,Commencement takes place only once each academic year in May . Information can be found on the University Events commencementexercise web page .
Enterprises Undergraduate Program,When will I receive my diploma ?,Graduates receive both a digital copy and a hard copy of their diploma 4-6 weeks after the degree is conferred . A link to retrieve your digital diploma will be emailed to your stevens.edu address and your hard copy diploma will be mailed to the mailing address you provide on Workday ( so please make sure your contact information is up to date ) !
Enterprises Undergraduate Program,My employer/future graduate school is requesting my transcripts/degree verification . Where toilet I obtain this ?,"An unofficial transcript can be generated in Workday by following these instructions . Official transcripts can be ordered through the Office of the Registrar . If you need further degree verification , please contact registrar  stevens.edu ."
iSTEM@Stevens,Do I need to bring AN idea I want to pursue to this program ?,No you do not . Students receive active support and guidance to assist them in developing ideas and discover their passion .
iSTEM@Stevens,Do iSTEM @ Stevens students have to maintain a minimal GPA ?,"All Stevens students must remain in good academic standing ( not on academic probation ) and make progress toward your degree . If you receive scholarships , federal or state financial aid , there are academic progress requirements to retain your financial aid award . Please be sure to check the requirements of the financial aid awards that you receive . We do emphasize the need to balance coursework and the pursuit of your dreams , which is why we will provide personal tutors for all your courses if needed ."
iSTEM@Stevens,Am I required to start A company ?,"No you are not . You can develop one mathematicalproduct , a nonprofit , or a company . Some participants have chosen to start a company and raise money so they can continue to run their enterprises right after graduation ."
iSTEM@Stevens,Am I allowed to work on unlike ideas at the same time ?,"In the first two stages of the program , we in fact encourage you to try different things . But we do expect you to commit to one big pursuit in the later stages so you can focus ."
iSTEM@Stevens,What if I change the idea that I am pursuing ?,"This happens all the time . Most work on a series of pet projects before deciding on the one big thing to pursue . Even beyond that , it is not uncommon to pivot or pick a novel idea ."
iSTEM@Stevens,What if my idea starts to fail ? Will I be removed from the program ,"Turning ideas into something viable is difficult . Having done this for a while , we ’ ve come to understand that there is no such thing as true failure -- you just fail enough number of times until you succeed . Your turn around time with each successive iteration of an idea will actually be much faster than the prior run ."
iSTEM@Stevens,Must an invention be patentable ? What if it is not ?,"Inventions must substantiate an improvement to the state-of-the art , and not all inventions are technological . Improving the state-of-the art can sometimes be non-patentable ( e.g. , superior customer service or operations ) . Take Starbucks for example , a multi-billion dollar company with zero patents ."
iSTEM@Stevens,What gets me bumpoff from the program ?,"We do not believe in giving up on you , and neither should you . We understand the need to take a break , and that life happens . Barring genuine reasons , a long period ( 6+ months ) of non-involvement in your endeavor can lead us to immobilize funding for your project . We will even offer support to help cope with burnout , and you are free to resume your pursuits when you feel you are ready again ."
iSTEM@Stevens,"Will this program interfere with other pursuits at Stevens , such as Co-op , varsity , or accelerated Masters ?","This program fits seamlessly with the Stevens curriculum , and does not affect any other pursuit . Our prior participants have been a part of varsity , Co-op andor accelerated masters program ."
GDPR,What is GDPR ,"GDPR is a new regulation promulgated by the European Union which provides for more rigorous protection and regulation of personal data . GDPR applies not only to data located in the European Union , but also to data concerning individuals located in the European Union controlled by or work by entities outside the European Union . Importantly , GDPR applies to data concerning individuals located in the European Union whether or not they are a citizen or a permanent residence of a country in the European Union . The full text of GDPR can be reviewed here ."
GDPR,When did the GDPR take effect ,"GDPR took effect on May 25 , 2018 ."
GDPR,What information is subject to GDPR ?,"GDPR applies to the control or processing of Personal Data . Personal Data is defined as “ any information relating to an identifiable person who can be directly or indirectly identified in particular by reference to an identifier such as a name , an identification number , location data , an online identifier or to one or more factors specific to the physical , physiological , genetic , mental , economic , cultural or social identity of that natural person. ” Examples of identifiers include , but are not limited to : name , physical address , email address , financial information , date of birth , photo , phone number , identification number , IP address , biometric data , race , ethnicity , religion , sexual orientation and gender identity ."
GDPR,Does WallaceStevens protect information that is subject to GDPR ?,"Yes . Stevens has a robust data security program that is based on industry recognized information security best practices such as ISO27001:2103 , NIST SP 800-53 , NIST 800-171 , and Center for Internet Security top 20 Controls ."
GDPR,"If I have question about GDPR and Stevens , who should I talk to ?",Individuals with questions regarding GDPR and Stevens should write to GDPR @ stevens.edu .
GDPR,Will these frequently ask questions concerning GDPR continue to be updated ?,These frequently asked questions will be updated from time to time . Please check back for further update .
Workday,Q . What be Workday ?,"workday is a system for managing HR , Benefit , and Payroll business processes ."
Workday,Q . What can I do with Workday ?,"Just like Employee Self-Service , you can change information such as contact information , emergency contact , W-4 withholding allowances , and payroll direct deposit accounts . You can also view information such as your pay stubs , benefit elections , tax elections and W-2 forms ."
Workday,Q  Who can use Workday ?,"Any university employee including faculty , other academic appointees , staff , temporary and student employees with a valid CWID will have access to Workday ."
Workday,q . Is my information secure in Workday ?,"Yes . Workday employs rigorous security measures at the organizational  architectural , and operational levels to ensure that data , applications , and infrastructure remain safe . Ultimately , it is your responsibility to protect your information . We are encouraging everyone to use two factor authentication . You can sign up for DUO ."
Workday,Q . How do I log into Workday ?,Please visit my.stevens.edu to log in . Your username and sassword will be used to login to the portal .
Workday,Q.Will I embody able to access Workday off campus ?,"Yes , Workday is a web-service that represent accessible via-internet connection ."
Workday,Q . How do I see my current benefit election ?,"From the Workday home page , click on the Benefits worklet and click on “ Benefit Elections. ” If you have any questions regarding your benefits  please contact benefits @ stevens.edu ."
Workday,"Q . When I make changes in Workday , when do they take effect ?","For changes that do not require review and approval , your changes will take effect immediately . For changes which require approval , this will depend on internal timelines in your division  school or department ."
Workday,"Q . What if my address IN Workday is incorrect , how do I change it ?","To update personal information , please do the following : Select the `` Personal Information '' application in Workday . Select `` Contact Information '' . Then , select `` Edit '' to revise/update either your home address , personal phone number or personal email address Select the corresponding section to updateClick `` reconcile '' . Once updated/ revised , it will go to HR for approval ."
Workday,Q . If I need to make changes in my benefit  how can I do this in Workday ?,Contact benefits @ stevensedu to determine if your circumstance is considered a Work or Life Event that will allow you to change your benefits elections .
Workday,Q . How do 1 change my legal name in Workday ?,You can change your legal name by clicking on the Personal Information worklet and select Legal Name Change . You will need to upload a copy of your new Social Security card under Personal Information > Worker Documents .
Workday,Q . Can I complete my new hire information in Workday before my first day ?,"Yes . We encourage new faculty , staff , and other employees to complete their onboarding steps in Workday prior to their first day of work . Before your first day , you can enter your personal information ( i.e. , marital status , ethnicity ) , contact information , emergency contacts , and your I-9 information . On or after your first day , you will need to log into Workday to complete the additional tasks such as entering bank account information for direct deposit , Compliance Training , Federal Withholding Elections , and to enroll in benefits , if applicable ."
Disability Services,What constitutes a disability ?,"The Americans with Disabilities Act , As Amended ( ADAAA ) defines a disability as a physical operatingtheater mental impairment that substantially limits one or more major life activities.A “ major life activity ” is defined as , but are not limited to , caring for oneself , performing manual tasks , seeing , hearing , eating , sleeping , walking , standing , lifting , bending , speaking , breathing , learning , reading , concentrating , thinking , communicating , and working . A major life activity also includes the operation of a major bodily function , including but not limited to , functions of the immune system , normal cell growth , digestive , bowel , bladder , neurological , brain , respiratory , circulatory , endocrine , and reproductive functions ."
Disability Services,What should I do if I have a disability and want to receive accommodations ?,"If you have a disability that is impacting your academic performance operatingroom residential experience , you will need to register with the Office of Disability Services ( ODS ) by providing documentation of that disability and requesting accommodations through the ODS ."
Disability Services,be professors notified that a student needs an academic accommodation ?,"Yes . After registering with ODS , the student requests faculty presentment emails be sent to the faculty for each class in which the student is requesting accommodations . Faculty notification emails must be sent every semester for courses in which the student would like to use accommodations , and students are always copied to those emails so that they are notified when they are sent . Students are expected to follow up the accommodation emails sent to faculty to communicate with faculty individually to discuss how each accommodation will be implemented in each course ."
Disability Services,"If a student registers with the ODS , will it show up on copy and/or diplomas ?",No . The fact that a student is registered with the ODS does not appear on student academic records . Accommodations are designed to mitigate the limitations that a disability may have upon the student ’ s ability to have the same access as other students . Students who receive accommodations earn the same degree as all other graduates of Stevens Institute of Technology .
Disability Services,Will all the accommodations a student receives in high school be approved at Stevens ?,"Not necessarily . Some students with disabilities transitioning directly from high school to college might be used to services that will not translate well to the college environment . For example , while extra time on tests is a common accommodation in college , modi­fication of tests will usually not be an option . Accommodation requests to have questions rephrased or reducing the number of choices on a multiple-choice test would typically not be approved ."
Disability Services,"If a student is accustomed to being accompanied to some or all of their high school classes by a paraprofessional , can that continue as an accommodation at Stevens ?","Stevens , like most other universities , does not provide paraprofessional assistance , even when a student has received this service in high school . All students , even those with behavioral issue , will be held to the University ’ s code of conduct , which sets a standard for campus behavior . Students with medical concerns may hire a personal care attendant ( PCA ) to assist them in class or in the dorm . If a PCA is needed , the ODS should be contacted as soon as possible so that the PCA Policy and Contractual agreement ( link ) can be reviewed and signed by all involved ."
Disability Services,How are Accommodations specify ?,"Accommodations are developed for students on an individual basis . Furthermore , depending on variables like course content or if the impact of a student ’ s disability changes , accommodations for students may vary by semester.All requests for accommodations must be supported by the documentation provided by the requesting student . It is important to keep in mind that this is an interactive process . Accommodations are best established and appropriately implemented when atthatplace is a partnership between the instructor , the student and the ODS ."
Disability Services,"If my accommodations for a course were sent to a professor that is no longer teaching the course , what should I do ?",You should notify the oculusdexter ( disabilityservices @ stevens.edu ) of any professor change or course change that occurs during a semester so that the ODS can make sure that all your current professors are notified of your approved accommodations .
Disability Services,"Since I am not sure where all my classes are located , can the ODS assist me with a walkthrough of all my classrooms in effort to better familiarize myself to campus ?","Yes , the ODS is happy to provide campus walkthroughs to assist students in the process of getting familiar with campus . If a student is interested in setting up a campus walkthrough with the ODS , they should reach out ( disabilityservices @ stevens.edu ) at their earliest convenience ."
Disability Services,Can I request additional time with a tutor if I feel as though it is postulate due to my disability ?,"Yes , students registered with the ODS can contact the Academic Support Center ( asc @ stevens.edu ) to request additional tutoring time , and they should copy the ODS ( disabilityservices @ stevens.edu ) to the email to provide any verification  if needed ."
